name,address,phone,email,website,instagram,facebook,cuisine,city,whatsapp_link,email_draft
Jewel of Nizams,"The Golkonda Hotel, Hyderabad",04066110101,,,,,Fine Dining,Hyderabad,https://wa.me/914066110101?text=Hi%20Jewel%20of%20Nizams%2C%0A%0AI%20noticed%20Jewel%20of%20Nizams%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Paradise Biryani,"Secunderabad, Hyderabad",04033110137,info@paradisefoodcourt.com,https://www.paradisefoodcourt.com/,,,Biryani,Hyderabad,https://wa.me/914033110137?text=Hi%20Paradise%20Biryani%2C%0A%0AI%20noticed%20Paradise%20Biryani%20%28Biryani%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Paradise Biryani

Hi Paradise Biryani,

I noticed Paradise Biryani (Biryani) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
Roastery Coffee House,"Banjara Hills, Hyderabad",07995056658,,,https://www.instagram.com/roasterycoffeehouseindia/,,Cafe,Hyderabad,https://wa.me/917995056658?text=Hi%20Roastery%20Coffee%20House%2C%0A%0AI%20noticed%20Roastery%20Coffee%20House%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Southern Spice,"Taj Coromandel, Chennai",04466002827,,,,,Fine Dining,Chennai,https://wa.me/914466002827?text=Hi%20Southern%20Spice%2C%0A%0AI%20noticed%20Southern%20Spice%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
That Madras Cafe,"Adyar, Chennai",04442111111,,,,,Cafe,Chennai,https://wa.me/914442111111?text=Hi%20That%20Madras%20Cafe%2C%0A%0AI%20noticed%20That%20Madras%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Writer's Cafe,"Gopalapuram, Chennai",04448611511,,,https://www.instagram.com/writerscafeindia/,,Cafe,Chennai,https://wa.me/914448611511?text=Hi%20Writer%27s%20Cafe%2C%0A%0AI%20noticed%20Writer%27s%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Aasmana,"The Ritz-Carlton, Pune",02067675000,,,,,Fine Dining,Pune,https://wa.me/912067675000?text=Hi%20Aasmana%2C%0A%0AI%20noticed%20Aasmana%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Elephant & Co.,"Baner, Pune",07030941327,,,https://www.instagram.com/elephantandco_pune/,,Gastro Pub,Pune,https://wa.me/917030941327?text=Hi%20Elephant%20%26%20Co.%2C%0A%0AI%20noticed%20Elephant%20%26%20Co.%20%28Gastro%20Pub%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Sante Spa Cuisine,"Koregaon Park, Pune",02026152100,,,https://www.instagram.com/santespacuisine/,,Health Food,Pune,https://wa.me/912026152100?text=Hi%20Sante%20Spa%20Cuisine%2C%0A%0AI%20noticed%20Sante%20Spa%20Cuisine%20%28Health%20Food%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Tales & Spirits,"Senapati Bapat Road, Pune",07767018071,,,https://www.instagram.com/talesnspirits/,,Bistro,Pune,https://wa.me/917767018071?text=Hi%20Tales%20%26%20Spirits%2C%0A%0AI%20noticed%20Tales%20%26%20Spirits%20%28Bistro%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Emperor Lounge,"Hyatt Regency, Ahmedabad",07940171234,,,,,Cafe,Ahmedabad,https://wa.me/917940171234?text=Hi%20Emperor%20Lounge%2C%0A%0AI%20noticed%20Emperor%20Lounge%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Java+,"Courtyard by Marriott, Ahmedabad",07966185000,,,,,Cafe,Ahmedabad,https://wa.me/917966185000?text=Hi%20Java%2B%2C%0A%0AI%20noticed%20Java%2B%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Mill & Co.,Ahmedabad,07940171234,,,,,Cafe,Ahmedabad,https://wa.me/917940171234?text=Hi%20Mill%20%26%20Co.%2C%0A%0AI%20noticed%20Mill%20%26%20Co.%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Caffe Palladio,"Kanota Bagh, Jaipur",01412565556,,,https://www.instagram.com/caffepalladio/,,Cafe,Jaipur,https://wa.me/911412565556?text=Hi%20Caffe%20Palladio%2C%0A%0AI%20noticed%20Caffe%20Palladio%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Tapri Central,"C-Scheme, Jaipur",01412360245,,,https://www.instagram.com/taprijpr/,,Tea House,Jaipur,https://wa.me/911412360245?text=Hi%20Tapri%20Central%2C%0A%0AI%20noticed%20Tapri%20Central%20%28Tea%20House%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Anokhi Cafe,"C-Scheme, Jaipur",01414037572,,,https://www.instagram.com/anokhicafe/,,Cafe,Jaipur,https://wa.me/911414037572?text=Hi%20Anokhi%20Cafe%2C%0A%0AI%20noticed%20Anokhi%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Clearing House,"Ballard Estate, Mumbai",02262232888,,,https://www.instagram.com/theclearinghousemumbai/,,Fine Dining,Mumbai,https://wa.me/912262232888?text=Hi%20The%20Clearing%20House%2C%0A%0AI%20noticed%20The%20Clearing%20House%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Bastian,"Worli, Mumbai",08419965953,,,https://www.instagram.com/bastianmumbai/,,Seafood,Mumbai,https://wa.me/918419965953?text=Hi%20Bastian%2C%0A%0AI%20noticed%20Bastian%20%28Seafood%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Pizza By The Bay,"Marine Drive, Mumbai",02222856115,,https://pizzabythebay.in/,,,Pizza,Mumbai,https://wa.me/912222856115?text=Hi%20Pizza%20By%20The%20Bay%2C%0A%0AI%20noticed%20Pizza%20By%20The%20Bay%20%28Pizza%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kyani & Co.,"Marine Lines, Mumbai",02222011492,,,,,Irani Cafe,Mumbai,https://wa.me/912222011492?text=Hi%20Kyani%20%26%20Co.%2C%0A%0AI%20noticed%20Kyani%20%26%20Co.%20%28Irani%20Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Britannia & Co. Restaurant,"Ballard Estate, Mumbai",02222615264,,,,,Parsi,Mumbai,https://wa.me/912222615264?text=Hi%20Britannia%20%26%20Co.%20Restaurant%2C%0A%0AI%20noticed%20Britannia%20%26%20Co.%20Restaurant%20%28Parsi%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Leopold Cafe,"Colaba, Mumbai",02222828185,,http://leopoldcafe.com/,,,Cafe,Mumbai,https://wa.me/912222828185?text=Hi%20Leopold%20Cafe%2C%0A%0AI%20noticed%20Leopold%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Koramangala Social,"Koramangala, Bangalore",09152017974,,https://socialoffline.in/,,,Cafe,Bangalore,https://wa.me/919152017974?text=Hi%20Koramangala%20Social%2C%0A%0AI%20noticed%20Koramangala%20Social%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Koshy's Parade Cafe,"St. Marks Road, Bangalore",08022213793,,,,,Cafe,Bangalore,https://wa.me/918022213793?text=Hi%20Koshy%27s%20Parade%20Cafe%2C%0A%0AI%20noticed%20Koshy%27s%20Parade%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Pecos - Classic Rock Pub,"Indiranagar, Bangalore",08025252323,,,,,Pub,Bangalore,https://wa.me/918025252323?text=Hi%20Pecos%20-%20Classic%20Rock%20Pub%2C%0A%0AI%20noticed%20Pecos%20-%20Classic%20Rock%20Pub%20%28Pub%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Hole in the Wall Cafe,"Koramangala, Bangalore",08040949490,,,https://www.instagram.com/theholeinthewallcafe/,,Cafe,Bangalore,https://wa.me/918040949490?text=Hi%20The%20Hole%20in%20the%20Wall%20Cafe%2C%0A%0AI%20noticed%20The%20Hole%20in%20the%20Wall%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Glen's Bakehouse,"Indiranagar, Bangalore",08041228773,,,https://www.instagram.com/glensbakehouse/,,Bakery,Bangalore,https://wa.me/918041228773?text=Hi%20Glen%27s%20Bakehouse%2C%0A%0AI%20noticed%20Glen%27s%20Bakehouse%20%28Bakery%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
United Coffee House,"Connaught Place, New Delhi",01123416075,,http://unitedcoffeehouse.com/,,,Cafe,Delhi,https://wa.me/911123416075?text=Hi%20United%20Coffee%20House%2C%0A%0AI%20noticed%20United%20Coffee%20House%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Diggin,"Chanakyapuri, New Delhi",01126111110,,,https://www.instagram.com/diggincafe/,,Italian,Delhi,https://wa.me/911126111110?text=Hi%20Diggin%2C%0A%0AI%20noticed%20Diggin%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Indian Accent,"The Lodhi, New Delhi",01166175151,reservations.del@indianaccent.com,https://www.indianaccent.com/,,,Fine Dining,Delhi,https://wa.me/911166175151?text=Hi%20Indian%20Accent%2C%0A%0AI%20noticed%20Indian%20Accent%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Indian Accent

Hi Indian Accent,

I noticed Indian Accent (Fine Dining) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
The Big Chill Cafe,"Khan Market, New Delhi",01141757588,,,,,Italian,Delhi,https://wa.me/911141757588?text=Hi%20The%20Big%20Chill%20Cafe%2C%0A%0AI%20noticed%20The%20Big%20Chill%20Cafe%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Ama Cafe,"Majnu ka Tilla, New Delhi",01123811318,,https://amacafe.co/,,,Cafe,Delhi,https://wa.me/911123811318?text=Hi%20Ama%20Cafe%2C%0A%0AI%20noticed%20Ama%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Olive Bistro,"Jubilee Hills, Hyderabad",04069028000,,,https://www.instagram.com/olivebistrohyd/,,Mediterranean,Hyderabad,https://wa.me/914069028000?text=Hi%20Olive%20Bistro%2C%0A%0AI%20noticed%20Olive%20Bistro%20%28Mediterranean%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Exotica,"Banjara Hills, Hyderabad",04023353802,,,,,Fine Dining,Hyderabad,https://wa.me/914023353802?text=Hi%20Exotica%2C%0A%0AI%20noticed%20Exotica%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Fisherman's Wharf,"Gachibowli, Hyderabad",09160013894,,http://thefishermanswharf.in/,,,Seafood,Hyderabad,https://wa.me/919160013894?text=Hi%20The%20Fisherman%27s%20Wharf%2C%0A%0AI%20noticed%20The%20Fisherman%27s%20Wharf%20%28Seafood%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
